ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,listened
2024-05-08 08:52:51+00:00,windows,193733,IT,5.43.248.44,Jesus Walks,Kanye West,The College Dropout,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,,,,trackdone,trackdone,False,False,False,1715158177,False,174
2024-05-08 08:56:12+00:00,windows,200080,IT,5.43.248.44,Guasto D'Amore,Bresh,Guasto D'Amore,spotify:track:4CQNELF3U3gyNcI6sLr6yK,,,,trackdone,trackdone,False,False,False,1715158371,False,48
2024-05-08 08:56:39+00:00,windows,25736,IT,5.43.248.44,SESSO OCCASIONALE,Tananai,"RAVE, ECLISSI",spotify:track:2jLUl0xElM30KU1dDXnVIF,,,,trackdone,logout,False,False,False,1715158572,False,45
2024-05-08 16:24:53+00:00,android,3605,IT,93.34.129.101,Rhinestone Eyes,Gorillaz,Plastic Beach,spotify:track:1foMv2HQwfQ2vntFf9HFeG,,,,appload,endplay,True,True,False,1715185489,False,123
2024-05-08 16:31:19+00:00,android,386906,IT,93.34.129.101,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:74tLlkN3rgVzRqQJgPfink,,,,clickrow,trackdone,True,False,False,1715185494,False,255
2024-05-08 16:34:33+00:00,android,193733,IT,93.34.129.101,Jesus Walks,Kanye West,The College Dropout,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,,,,trackdone,trackdone,False,False,False,1715185880,False,174
2024-05-08 16:37:52+00:00,android,198520,IT,93.34.129.101,Ottima Scusa,Willie Peyote,Sindrome di Tôret,spotify:track:0XhdO6hPMLByA0nk8HAiGN,,,,trackdone,trackdone,False,False,False,1715186075,False,108
2024-05-08 16:41:09+00:00,android,195349,IT,93.34.129.101,Missili,Frah Quintale,Lungolinea.,spotify:track:5dcyltc1ataieXIeTqhH3t,,,,trackdone,trackdone,False,False,False,1715186274,False,147
2024-05-08 16:53:53+00:00,android,162290,IT,93.34.129.101,ELEMENT.,Kendrick Lamar,DAMN.,spotify:track:1EaKU4dMbesXXd3BrLCtYG,,,,trackdone,logout,False,False,False,1715186469,False,201
2024-05-09 06:25:43+00:00,android,0,IT,93.33.66.204,Stressed Out,Twenty One Pilots,Blurryface,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,,,,playbtn,endplay,False,True,False,1715235943,False,15
2024-05-09 06:25:43+00:00,android,20,IT,93.33.66.204,Stressed Out,Twenty One Pilots,Blurryface,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,,,,playbtn,endplay,False,True,False,1715235943,False,15
2024-05-09 06:25:48+00:00,android,5809,IT,93.33.66.204,Stressed Out,Twenty One Pilots,Blurryface,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,,,,playbtn,endplay,False,True,False,1715235943,False,15
2024-05-09 06:25:57+00:00,android,8586,IT,93.33.66.204,telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,spotify:track:6tDDoYIxWvMLTdKpjFkc1B,,,,clickrow,endplay,False,True,False,1715235950,False,22
2024-05-09 06:50:20+00:00,android,386906,IT,93.33.66.204,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:74tLlkN3rgVzRqQJgPfink,,,,clickrow,trackdone,False,False,False,1715235959,False,255
2024-05-09 06:53:34+00:00,android,193733,IT,93.33.66.204,Jesus Walks,Kanye West,The College Dropout,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,,,,trackdone,trackdone,False,False,False,1715237423,False,174
2024-05-09 06:56:53+00:00,android,198520,IT,93.33.66.204,Ottima Scusa,Willie Peyote,Sindrome di Tôret,spotify:track:0XhdO6hPMLByA0nk8HAiGN,,,,trackdone,trackdone,False,False,False,1715237617,False,108
2024-05-09 07:00:09+00:00,android,195349,IT,93.33.66.204,Missili,Frah Quintale,Lungolinea.,spotify:track:5dcyltc1ataieXIeTqhH3t,,,,trackdone,trackdone,False,False,False,1715237816,False,147
2024-05-09 07:09:50+00:00,android,208733,IT,93.33.66.204,ELEMENT.,Kendrick Lamar,DAMN.,spotify:track:1EaKU4dMbesXXd3BrLCtYG,,,,trackdone,trackdone,False,False,False,1715238012,False,201
2024-05-09 07:13:46+00:00,android,237506,IT,93.33.66.204,Flashing Lights,Kanye West,Graduation,spotify:track:5TRPicyLGbAF2LGBFbHGvO,,,,trackdone,trackdone,False,False,False,1715238591,False,231
2024-05-09 07:16:48+00:00,android,180342,IT,93.33.66.204,Quanto ti vorrei,chiello,Quanto ti vorrei,spotify:track:1AC9rHDPQC3QoC3iYPeSEI,,,,trackdone,trackdone,False,False,False,1715238829,False,130
2024-05-09 07:30:41+00:00,android,312626,IT,93.33.66.204,Hit 'Em Up - Single Version,2Pac,Greatest Hits,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,,,,trackdone,trackdone,False,False,False,1715239010,False,185
2024-05-09 07:35:47+00:00,android,305826,IT,93.33.66.204,"Bitch, Don’t Kill My Vibe - International Remix / Explicit Version",Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:6WfA83OCEsiZ2IOTbUF4UQ,,,,trackdone,trackdone,False,False,False,1715239844,False,137
2024-05-09 07:43:26+00:00,android,324440,IT,93.33.66.204,Never Let Me Down,Kanye West,The College Dropout,spotify:track:34j4OxJxKznBs88cjSL2j9,,,,trackdone,trackdone,False,False,False,1715240150,False,206
2024-05-09 07:55:25+00:00,android,117314,IT,93.33.66.204,Lonely,Akon,Trouble,spotify:track:1UGMu0Tf5nmKoYIPPztbQQ,,,,trackdone,logout,False,False,False,1715240609,False,65
2024-05-09 10:28:30+00:00,android,237970,IT,93.33.66.204,Lonely,Akon,Trouble,spotify:track:1UGMu0Tf5nmKoYIPPztbQQ,,,,appload,trackdone,False,False,False,1715250275,False,65
2024-05-09 10:45:23+00:00,android,105040,IT,93.33.66.204,No Role Modelz,J. Cole,2014 Forest Hills Drive,spotify:track:68Dni7IE4VyPkTOH9mRWHr,,,,trackdone,logout,False,False,False,1715250513,False,76
2024-05-09 11:17:12+00:00,android,188443,IT,93.33.66.204,No Role Modelz,J. Cole,2014 Forest Hills Drive,spotify:track:68Dni7IE4VyPkTOH9mRWHr,,,,appload,trackdone,False,False,False,1715253244,False,76
2024-05-09 11:29:06+00:00,android,313786,IT,93.33.66.204,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:3VYzbU22BooAROigHHwycs,,,,trackdone,trackdone,False,False,False,1715253434,False,176
2024-05-09 11:39:51+00:00,android,47990,IT,93.33.66.204,Can't Tell Me Nothing,Kanye West,Graduation,spotify:track:0mEdbdeRFQwBhN4xfyIeUM,,,,trackdone,logout,False,False,False,1715254149,False,207
2024-05-09 12:13:14+00:00,windows,137520,IT,5.43.248.44,Make It Rain,Ed Sheeran,x - Wembley Edition,spotify:track:4rhcqdXTzNX9uZRZybj3UP,,,,clickrow,endplay,False,True,False,1715256654,False,4
2024-05-09 12:17:24+00:00,windows,249830,IT,5.43.248.44,I See Fire,Ed Sheeran,The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack),spotify:track:1fu5IQSRgPxJL2OTP7FVLW,,,,clickrow,fwdbtn,False,True,False,1715256794,False,3
2024-05-09 12:17:26+00:00,windows,1320,IT,5.43.248.44,Make It Rain,Ed Sheeran,x - Wembley Edition,spotify:track:4rhcqdXTzNX9uZRZybj3UP,,,,fwdbtn,backbtn,False,True,False,1715257044,False,4
2024-05-09 12:17:26+00:00,windows,620,IT,5.43.248.44,I See Fire,Ed Sheeran,The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack),spotify:track:1fu5IQSRgPxJL2OTP7FVLW,,,,backbtn,backbtn,False,True,False,1715257046,False,3
2024-05-09 12:17:31+00:00,windows,4920,IT,5.43.248.44,Thinking out Loud,Ed Sheeran,x - Wembley Edition,spotify:track:2L6ypr3l5t5mLkY3lXIpZE,,,,backbtn,endplay,False,True,False,1715257046,False,1
2024-05-09 12:20:36+00:00,windows,185093,IT,5.43.248.44,Lego House,Ed Sheeran,+,spotify:track:5ubHAQtKuFfiG4FXfLP804,,,,clickrow,trackdone,False,False,False,1715257052,False,10
2024-05-09 12:21:49+00:00,windows,71596,IT,5.43.248.44,Shivers,Ed Sheeran,=,spotify:track:50nfwKoDiSYg8zOCREWAm5,,,,trackdone,fwdbtn,False,True,False,1715257236,False,2
2024-05-09 12:25:39+00:00,windows,230746,IT,5.43.248.44,Bad Habits,Ed Sheeran,=,spotify:track:3rmo8F54jFF8OgYsqTxm5d,,,,fwdbtn,trackdone,False,False,False,1715257309,False,2
2024-05-09 12:26:09+00:00,windows,29123,IT,5.43.248.44,2step (feat. Ultimo),Ed Sheeran,2step (feat. Ultimo),spotify:track:7mxEWcW3A0jULs64ckyq9k,,,,trackdone,fwdbtn,False,True,False,1715257539,False,1
2024-05-09 12:26:12+00:00,windows,2650,IT,5.43.248.44,Bad Habits,Ed Sheeran,=,spotify:track:3rmo8F54jFF8OgYsqTxm5d,,,,fwdbtn,fwdbtn,False,True,False,1715257569,False,2
2024-05-09 12:26:15+00:00,windows,2640,IT,5.43.248.44,Castle on the Hill,Ed Sheeran,÷,spotify:track:6PCUP3dWmTjcTtXY02oFdT,,,,fwdbtn,fwdbtn,False,True,False,1715257572,False,1
2024-05-09 12:30:09+00:00,windows,233712,IT,5.43.248.44,Shape of You,Ed Sheeran,÷,spotify:track:7qiZfU4dY1lWllzX7mPBI3,,,,fwdbtn,trackdone,False,False,False,1715257575,False,7
2024-05-09 12:31:27+00:00,windows,77727,IT,5.43.248.44,Perfect,Ed Sheeran,÷,spotify:track:0tgVpDi06FyKpA1z0VMD4v,,,,trackdone,fwdbtn,False,True,False,1715257808,False,1
2024-05-09 12:34:17+00:00,windows,170826,IT,5.43.248.44,Galway Girl,Ed Sheeran,÷,spotify:track:0afhq8XCExXpqazXczTSve,,,,fwdbtn,trackdone,False,False,False,1715257887,False,1
2024-05-09 12:34:43+00:00,windows,25273,IT,5.43.248.44,Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,Happier,spotify:track:1uuUnsWpJwqBh5GRQ8uxla,,,,trackdone,fwdbtn,False,True,False,1715258057,False,1
2024-05-09 12:34:45+00:00,windows,1730,IT,5.43.248.44,Beautiful People (feat. Khalid),Ed Sheeran,No.6 Collaborations Project,spotify:track:70eFcWOvlMObDhURTqT4Fv,,,,fwdbtn,fwdbtn,False,True,False,1715258083,False,1
2024-05-09 12:37:02+00:00,windows,125580,IT,5.43.248.44,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,No.6 Collaborations Project,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,,,,fwdbtn,logout,False,False,False,1715258085,False,2
2024-05-09 13:09:42+00:00,windows,43970,IT,5.43.248.44,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,No.6 Collaborations Project,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,,,,appload,fwdbtn,False,True,False,1715260102,False,2
2024-05-09 13:09:44+00:00,windows,1680,IT,5.43.248.44,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,No.6 Collaborations Project,spotify:track:4wuCQX7JvAZLlrcmH4AeZF,,,,fwdbtn,fwdbtn,False,True,False,1715260182,False,1
2024-05-09 13:09:46+00:00,windows,1170,IT,5.43.248.44,Take Me Back to London (feat. Stormzy),Ed Sheeran,No.6 Collaborations Project,spotify:track:1AI7UPw3fgwAFkvAlZWhE0,,,,fwdbtn,fwdbtn,False,True,False,1715260184,False,1
2024-05-09 13:11:02+00:00,windows,75660,IT,5.43.248.44,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,No.6 Collaborations Project,spotify:track:0AtP8EkGPn6SwxKDaUuXec,,,,fwdbtn,fwdbtn,False,True,False,1715260186,False,1
2024-05-09 13:11:03+00:00,windows,1210,IT,5.43.248.44,Feels (feat. Young Thug & J Hus),Ed Sheeran,No.6 Collaborations Project,spotify:track:1Bdptrvb7nQkq8kCw3siE9,,,,fwdbtn,fwdbtn,False,True,False,1715260262,False,1
2024-05-09 13:11:05+00:00,windows,1310,IT,5.43.248.44,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),Ed Sheeran,No.6 Collaborations Project,spotify:track:4vIKzWqtn44umal5jXq4wE,,,,fwdbtn,fwdbtn,False,True,False,1715260263,False,1
2024-05-09 13:11:06+00:00,windows,1290,IT,5.43.248.44,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),spotify:track:1bhUWB0zJMIKr9yVPrkEuI,,,,fwdbtn,fwdbtn,False,True,False,1715260265,False,1
2024-05-09 13:11:07+00:00,windows,940,IT,5.43.248.44,Perfect - Robin Schulz Remix,Ed Sheeran,Perfect,spotify:track:0AGAlxajK7xQN19o1eplzS,,,,fwdbtn,fwdbtn,False,True,False,1715260266,False,1
2024-05-09 13:11:08+00:00,windows,1080,IT,5.43.248.44,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),spotify:track:6jin465re80co3DeK8hsns,,,,fwdbtn,fwdbtn,False,True,False,1715260267,False,1
2024-05-09 13:11:09+00:00,windows,810,IT,5.43.248.44,Shivers,Ed Sheeran,=,spotify:track:50nfwKoDiSYg8zOCREWAm5,,,,fwdbtn,fwdbtn,False,True,False,1715260268,False,2
2024-05-09 13:11:11+00:00,windows,1510,IT,5.43.248.44,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),spotify:track:3vQhEd4lOg4mAV6CHCgoHW,,,,fwdbtn,fwdbtn,False,True,False,1715260269,False,1
2024-05-09 13:15:06+00:00,windows,235382,IT,5.43.248.44,Sing,Ed Sheeran,x,spotify:track:6K8qKeWo5MsFED7wCR6Kop,,,,fwdbtn,trackdone,False,False,False,1715260271,False,1
2024-05-09 13:18:45+00:00,windows,219840,IT,5.43.248.44,Don't,Ed Sheeran,x,spotify:track:1huvTbEYtgltjQRXzrNKGi,,,,trackdone,trackdone,False,False,False,1715260505,False,1
2024-05-09 13:23:05+00:00,windows,258986,IT,5.43.248.44,Photograph,Ed Sheeran,x,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,,,,trackdone,trackdone,False,False,False,1715260725,False,2
2024-05-09 13:24:48+00:00,windows,101271,IT,5.43.248.44,Thinking out Loud,Ed Sheeran,x,spotify:track:34gCuhDGsG4bRPIf9bb02f,,,,trackdone,fwdbtn,False,True,False,1715260985,False,1
2024-05-09 13:27:42+00:00,windows,174040,IT,5.43.248.44,I See Fire,Ed Sheeran,The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack),spotify:track:1fu5IQSRgPxJL2OTP7FVLW,,,,fwdbtn,endplay,False,True,False,1715261088,False,3
2024-05-09 13:27:46+00:00,windows,3180,IT,5.43.248.44,Havana (feat. Young Thug),Camila Cabello,Camila,spotify:track:1rfofaqEpACxVEHIZBJe6W,,,,clickrow,endplay,False,True,False,1715261262,False,1
2024-05-09 13:27:48+00:00,windows,830,IT,5.43.248.44,Señorita,Shawn Mendes,Shawn Mendes,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,,,,clickrow,endplay,False,True,False,1715261266,False,1
2024-05-09 13:31:17+00:00,windows,5330,IT,5.43.248.44,2002,Anne-Marie,Speak Your Mind,spotify:track:2BgEsaKNfHUdlh97KmvFyo,,,,trackdone,endplay,False,True,False,1715261470,False,1
2024-05-09 13:36:00+00:00,windows,202620,IT,5.43.248.44,FRIENDS,Marshmello,FRIENDS,spotify:track:08bNPGLD8AhKpnnERrAc6G,,,,trackdone,trackdone,False,False,False,1715261558,False,1
2024-05-09 13:36:32+00:00,windows,30210,IT,5.43.248.44,UNHEALTHY (feat. Shania Twain),Anne-Marie,UNHEALTHY,spotify:track:2Z5EUCXngeoYD7wmJBcJv1,,,,trackdone,endplay,False,True,False,1715261760,False,1
2024-05-09 13:36:33+00:00,windows,920,IT,5.43.248.44,Domino,Jessie J,Who You Are,spotify:track:2fQxE0jVrjNMT9oJAXtSJR,,,,clickrow,endplay,False,True,False,1715261792,False,2
2024-05-09 13:36:35+00:00,windows,820,IT,5.43.248.44,Bang Bang,Jessie J,Sweet Talker,spotify:track:0puf9yIluy9W0vpMEUoAnN,,,,clickrow,endplay,False,True,False,1715261794,False,2
2024-05-09 13:39:33+00:00,windows,9570,IT,5.43.248.44,Domino,Jessie J,Who You Are,spotify:track:2fQxE0jVrjNMT9oJAXtSJR,,,,trackdone,endplay,False,True,False,1715261962,False,2
2024-05-09 13:41:01+00:00,windows,87350,IT,5.43.248.44,Ain't No Other Man,Christina Aguilera,Back To Basics,spotify:track:7huo2wvrCgRucUsjdSDLQV,,,,clickrow,fwdbtn,False,True,False,1715261973,False,1
2024-05-09 13:43:32+00:00,windows,150890,IT,5.43.248.44,Candyman,Christina Aguilera,Back To Basics,spotify:track:5lUTzPuiloBHm1qEaJcJfF,,,,fwdbtn,endplay,False,True,False,1715262061,False,1
2024-05-09 13:43:33+00:00,windows,840,IT,5.43.248.44,Candyman,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits,spotify:track:6mVvHypAxQT1wxpduZPUp2,,,,clickrow,endplay,False,True,False,1715262212,False,2
2024-05-09 13:44:24+00:00,windows,1370,IT,5.43.248.44,Ain't No Other Man,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits,spotify:track:77dgyxbuL53WfkLZU3fk3o,,,,trackdone,endplay,False,True,False,1715262262,False,2
2024-05-09 13:44:25+00:00,windows,1090,IT,5.43.248.44,Genie In a Bottle,Christina Aguilera,Christina Aguilera (Expanded Edition),spotify:track:11mwFrKvLXCbcVGNxffGyP,,,,clickrow,endplay,False,True,False,1715262264,False,20
2024-05-09 13:45:52+00:00,windows,22960,IT,5.43.248.44,Beautiful,Christina Aguilera,Stripped,spotify:track:3TCauNPqFiniaYHBvEVoHG,,,,trackdone,endplay,False,True,False,1715262328,False,1
2024-05-09 13:46:13+00:00,windows,20660,IT,5.43.248.44,Fergalicious,Fergie,The Dutchess,spotify:track:6Q44rxzH39y2tjic98Spo5,,,,clickrow,endplay,False,True,False,1715262352,False,1
2024-05-09 13:46:15+00:00,windows,1040,IT,5.43.248.44,The Sweet Escape,Gwen Stefani,The Sweet Escape,spotify:track:07K4GcCDSTiXUF5ssyTRUM,,,,clickrow,endplay,False,True,False,1715262374,False,6
2024-05-09 13:49:19+00:00,windows,1370,IT,5.43.248.44,"Bills, Bills, Bills",Destiny's Child,The Writing's On The Wall,spotify:track:1Oi2zpmL81Q0yScF1zxaC0,,,,trackdone,endplay,False,True,False,1715262557,False,1
2024-05-09 14:03:27+00:00,windows,5130,IT,5.43.248.44,"Jumpin', Jumpin'",Destiny's Child,The Writing's On The Wall,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,,,,trackdone,endplay,False,True,False,1715263400,False,1
2024-05-09 14:04:51+00:00,windows,83900,IT,5.43.248.44,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:74tLlkN3rgVzRqQJgPfink,,,,clickrow,endplay,False,True,False,1715263407,False,255
2024-05-09 14:04:55+00:00,windows,3830,IT,5.43.248.44,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,spotify:track:3DK6m7It6Pw857FcQftMds,,,,clickrow,endplay,True,True,False,1715263492,False,230
2024-05-09 14:04:59+00:00,windows,3030,IT,5.43.248.44,Time to Pretend,MGMT,Oracular Spectacular,spotify:track:4iG2gAwKXsOcijVaVXzRPW,,,,clickrow,endplay,True,True,False,1715263495,False,69
2024-05-09 14:07:27+00:00,windows,148750,IT,5.43.248.44,DARE,Gorillaz,Demon Days,spotify:track:4Hff1IjRbLGeLgFgxvHflk,,,,clickrow,endplay,True,True,False,1715263499,False,18
2024-05-09 14:12:29+00:00,windows,302505,IT,5.43.248.44,Butterflies & Hurricanes,Muse,Absolution,spotify:track:5XpJOQgVEuM1FzgeGXzUvk,,,,clickrow,trackdone,True,False,False,1715263648,False,19
2024-05-09 14:16:51+00:00,windows,205994,IT,5.43.248.44,The Scientist,Coldplay,A Rush of Blood to the Head,spotify:track:75JFxkI2RXiU7L9VXzMkle,,,,trackdone,logout,True,False,False,1715263949,False,62
2024-05-09 15:19:11+00:00,windows,309600,IT,5.43.248.44,The Scientist,Coldplay,A Rush of Blood to the Head,spotify:track:75JFxkI2RXiU7L9VXzMkle,,,,appload,trackdone,True,False,False,1715267627,False,62
2024-05-09 15:19:36+00:00,windows,24230,IT,5.43.248.44,Royals,Lorde,Pure Heroine,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,,,,trackdone,endplay,True,True,False,1715267951,False,5
2024-05-09 15:19:41+00:00,windows,4260,IT,5.43.248.44,Magic,Coldplay,Ghost Stories,spotify:track:23khhseCLQqVMCIT1WMAns,,,,clickrow,endplay,False,True,False,1715267976,False,8
2024-05-09 15:19:44+00:00,windows,2670,IT,5.43.248.44,Paradise,Coldplay,Mylo Xyloto,spotify:track:6nek1Nin9q48AVZcWs9e9D,,,,clickrow,endplay,False,True,False,1715267981,False,5
2024-05-09 15:22:54+00:00,windows,6810,IT,5.43.248.44,In My Place,Coldplay,A Rush of Blood to the Head,spotify:track:2nvC4i2aMo4CzRjRflysah,,,,clickrow,logout,False,False,False,1715267984,False,8
2024-05-09 15:26:58+00:00,android,198520,IT,93.33.66.204,Ottima Scusa,Willie Peyote,Sindrome di Tôret,spotify:track:0XhdO6hPMLByA0nk8HAiGN,,,,clickrow,trackdone,False,False,False,1715268222,False,108
2024-05-09 15:29:59+00:00,android,180342,IT,93.33.66.204,Quanto ti vorrei,chiello,Quanto ti vorrei,spotify:track:1AC9rHDPQC3QoC3iYPeSEI,,,,trackdone,trackdone,False,False,False,1715268421,False,130
2024-05-09 15:35:25+00:00,android,195349,IT,93.33.66.204,Missili,Frah Quintale,Lungolinea.,spotify:track:5dcyltc1ataieXIeTqhH3t,,,,trackdone,trackdone,False,False,False,1715268601,False,147
2024-05-09 15:41:02+00:00,android,180399,IT,93.33.66.204,On Melancholy Hill,Gorillaz,Plastic Beach,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,,,,trackdone,fwdbtn,False,True,False,1715268928,False,63
2024-05-09 15:41:03+00:00,android,1131,IT,93.33.66.204,Pray For Me (with Kendrick Lamar),The Weeknd,Black Panther The Album Music From And Inspired By,spotify:track:77UjLW8j5UAGAGVGhR5oUK,,,,fwdbtn,fwdbtn,False,True,False,1715269265,False,47
2024-05-09 15:54:28+00:00,android,150880,IT,93.33.66.204,ELEMENT.,Kendrick Lamar,DAMN.,spotify:track:1EaKU4dMbesXXd3BrLCtYG,,,,fwdbtn,logout,False,False,False,1715269266,False,201
2024-05-09 16:11:15+00:00,android,301420,IT,93.34.129.101,"Bitch, Don’t Kill My Vibe - International Remix / Explicit Version",Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:6WfA83OCEsiZ2IOTbUF4UQ,,,,fwdbtn,logout,False,False,False,1715270112,False,137
2024-05-10 07:28:53+00:00,windows,307879,IT,5.43.248.44,Clocks,Coldplay,Clocks,spotify:track:2Ygs64z9ywJGakuKU8tr6o,,,,clickrow,trackdone,False,False,False,1715325826,False,8
2024-05-10 07:33:40+00:00,windows,285014,IT,5.43.248.44,Magic,Coldplay,Ghost Stories,spotify:track:23khhseCLQqVMCIT1WMAns,,,,trackdone,trackdone,False,False,False,1715326135,False,8
2024-05-10 07:33:53+00:00,windows,13306,IT,5.43.248.44,Ink,Coldplay,Ghost Stories,spotify:track:6c6W25YoDGjTq3qSPOga5t,,,,trackdone,fwdbtn,False,True,False,1715326420,False,2
2024-05-10 07:38:21+00:00,windows,267866,IT,5.43.248.44,A Sky Full of Stars,Coldplay,Ghost Stories,spotify:track:0FDzzruyVECATHXKHFs9eJ,,,,fwdbtn,trackdone,False,False,False,1715326434,False,2
2024-05-10 07:38:57+00:00,windows,34773,IT,5.43.248.44,A Head Full of Dreams,Coldplay,A Head Full of Dreams,spotify:track:6f49kbOuQSOsStBpyGvQfA,,,,trackdone,fwdbtn,False,True,False,1715326701,False,1
2024-05-10 07:43:15+00:00,windows,258266,IT,5.43.248.44,Hymn for the Weekend,Coldplay,A Head Full of Dreams,spotify:track:3RiPr603aXAoi4GHyXx0uy,,,,fwdbtn,trackdone,False,False,False,1715326738,False,2
2024-05-10 07:47:27+00:00,windows,251523,IT,5.43.248.44,Adventure of a Lifetime,Coldplay,A Head Full of Dreams,spotify:track:69uxyAqqPIsUyTO8txoP2M,,,,trackdone,logout,False,False,False,1715326995,False,6
2024-05-10 08:21:41+00:00,windows,12297,IT,5.43.248.44,Adventure of a Lifetime,Coldplay,A Head Full of Dreams,spotify:track:69uxyAqqPIsUyTO8txoP2M,,,,appload,trackdone,False,False,False,1715329274,False,6
2024-05-10 08:22:59+00:00,windows,76143,IT,5.43.248.44,Up&Up,Coldplay,A Head Full of Dreams,spotify:track:31L9yLXSj6LpCFupyMV6CR,,,,trackdone,logout,False,False,False,1715329301,False,2
2024-05-10 08:31:51+00:00,windows,1180,IT,5.43.248.44,Up&Up,Coldplay,A Head Full of Dreams,spotify:track:31L9yLXSj6LpCFupyMV6CR,,,,appload,fwdbtn,False,True,False,1715329905,False,2
2024-05-10 08:31:53+00:00,windows,1650,IT,5.43.248.44,Hymn for the Weekend - Seeb Remix,Coldplay,Hymn for the Weekend,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,,,,fwdbtn,fwdbtn,False,True,False,1715329911,False,2
2024-05-10 08:35:41+00:00,windows,228933,IT,5.43.248.44,In My Place,Coldplay,In My Place,spotify:track:2aXZp30TocFnABRPF1Isrl,,,,fwdbtn,trackdone,False,False,False,1715329913,False,10
2024-05-10 08:35:46+00:00,windows,3366,IT,5.43.248.44,My Universe,Coldplay,Music Of The Spheres,spotify:track:46HNZY1i7O6jwTA7Slo2PI,,,,trackdone,fwdbtn,False,True,False,1715330141,False,1
2024-05-10 08:35:48+00:00,windows,1910,IT,5.43.248.44,Paradise,Coldplay,Mylo Xyloto,spotify:track:6nek1Nin9q48AVZcWs9e9D,,,,fwdbtn,fwdbtn,False,True,False,1715330146,False,5
2024-05-10 08:35:49+00:00,windows,260,IT,5.43.248.44,Every Teardrop Is a Waterfall,Coldplay,Mylo Xyloto,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,,,,fwdbtn,backbtn,False,True,False,1715330148,False,4
2024-05-10 08:40:26+00:00,windows,278719,IT,5.43.248.44,Paradise,Coldplay,Mylo Xyloto,spotify:track:6nek1Nin9q48AVZcWs9e9D,,,,backbtn,trackdone,False,False,False,1715330149,False,5
2024-05-10 08:40:28+00:00,windows,170,IT,5.43.248.44,Every Teardrop Is a Waterfall,Coldplay,Mylo Xyloto,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,,,,trackdone,logout,False,False,False,1715330426,False,4
2024-05-10 08:56:05+00:00,windows,1080,IT,5.43.248.44,Every Teardrop Is a Waterfall,Coldplay,Mylo Xyloto,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,,,,appload,fwdbtn,False,True,False,1715331360,False,4
2024-05-10 08:56:07+00:00,windows,1080,IT,5.43.248.44,Princess of China,Coldplay,Mylo Xyloto,spotify:track:4HXOBjwv2RnLpGG4xWOO6N,,,,fwdbtn,fwdbtn,False,True,False,1715331366,False,1
2024-05-10 08:56:08+00:00,windows,1140,IT,5.43.248.44,My Universe,Coldplay,My Universe,spotify:track:3FeVmId7tL5YN8B7R3imoM,,,,fwdbtn,fwdbtn,False,True,False,1715331368,False,1
